"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-6.6667,3.5896,25.1282,44.1023,1.5383,9.2307,-4.1028,-17.4358,-17.4358,-16.4104,37.4358,15.3845,-8.718,-1.5383,
-3.3333,6.9231,32.0515,52.5642,-1.282,22.3079,1.282,-14.6155,-6.9231,-16.1536,45.3845,25.3845,-3.8459,-1.7947,
-8.9741,8.9746,35.6411,55.6411,-6.4102,30.5127,-1.2817,-15.1279,0.25635,-17.1792,46.9233,19.231,-0.25635,-2.3076,
-7.436,11.5386,30.5127,55.1284,-5.8975,23.8462,-5.3848,-14.1025,1.7949,-15.6411,53.5898,19.7437,-2.3076,-1.7949,
-12.5642,4.3591,22.8206,49.9998,-8.4617,16.1541,-8.9744,-17.1794,2.3079,-16.6667,52.051,21.282,-14.1028,-2.3079,
0.51294,15.3845,27.1794,45.1282,-2.5642,16.4104,-3.0769,-14.8718,-0.51294,-14.8718,47.6921,17.4358,-11.7952,-3.5896,
-4.1028,17.4358,31.282,46.6667,-1.5388,13.8459,-1.0256,-12.8206,-7.1794,-11.282,48.718,17.9485,1.0256,-1.5388,
-8.4617,17.6921,32.5642,48.4617,-6.9231,8.9744,-9.4871,-10.5129,-4.8718,-8.4617,45.3845,22.8206,-2.3079,2.3079,
-0.25635,22.3076,31.0254,44.8716,0.25635,11.0254,-11.5386,-14.6152,-4.3589,-10.5127,37.6924,27.9487,-13.0771,-3.3335,
-14.6152,12.564,23.8462,37.6924,6.4102,14.1025,-6.4102,-22.3076,-19.3589,-18.7178,32.564,30,-12.0513,-8.9741,
-3.8459,23.8464,27.4358,34.6155,1.282,15.6409,-8.4617,-12.051,-22.3074,-12.051,38.718,28.9744,-2.3074,-1.282,
-0.76929,27.4358,31.5383,35.6409,-4.8718,17.1794,-12.5642,-10.0002,-7.3074,-6.9231,44.3591,37.1794,-4.3591,0.76929,
-11.0259,19.7437,23.8462,32.0513,-0.25635,17.1792,-6.9233,-18.2051,0.25635,-14.6157,42.3076,47.9487,-14.6157,-4.8721,
-5.3845,22.8206,14.1028,22.8206,2.8206,11.0256,-2.8206,-20.7693,-14.7437,-16.1536,39.2307,46.9231,-14.1023,-7.9485,
-10,20.7695,16.6665,24.3589,4.8721,3.3335,-3.8462,-20.2563,-11.5386,-3.8462,43.8462,50,-5.3848,-3.3335,
-6.1538,25.6411,19.4873,26.1538,0.5127,-1.5386,-11.2822,-17.436,3.4614,-8.2051,36.9229,51.7949,-12.3076,-0.5127,
-13.5896,22.8206,13.0769,26.4104,-7.9485,13.4614,-15.1282,-20.7693,2.8206,-21.282,26.4104,54.6155,-22.8206,-2.8206,
-17.6924,30.5127,13.0767,38.7178,-4.3589,28.4614,-10,-18.2051,4.3589,-12.564,35.6411,64.8716,-15.1284,-4.3589,
-8.4617,43.3333,13.5896,42.3079,-6.9231,42.3079,-18.2053,-17.1794,6.9231,-12.051,30.0002,59.2307,-18.718,-8.9744,
-16.1538,33.0771,9.4873,34.6152,-17.6924,34.1025,-26.9229,-21.2822,6.9229,-20.769,18.7178,51.0259,-28.4614,-6.9229,
-10.7695,34.8716,4.1025,27.1792,-18.9746,31.2817,-26.1538,-16.4102,3.5898,-16.9233,25.1279,49.7437,-24.6152,-3.5898,
-8.2056,39.4868,2.0513,24.6152,-13.8462,25.6406,-23.5898,-13.3335,8.7178,-8.7183,29.2305,58.4614,-22.0513,-2.0513,
-16.6665,38.7183,3.8462,26.9233,-13.0767,30,-23.8462,-17.6924,18.2051,-16.1538,21.2822,62.3076,-25.8975,-3.8462,
-7.9487,46.4102,7.9487,30,-11.0254,37.6924,-22.3076,-17.1797,20.769,-23.3335,21.7949,61.2822,-23.3335,-7.9487,
-10.2563,40.5127,6.1538,25.1279,-11.7949,30.769,-20,-15.3848,16.9229,-15.3848,23.0767,61.0254,-22.0513,-6.1538,
-7.436,40.7695,2.3076,13.0771,-13.5898,16.1538,-25.3848,-14.1025,5.8975,-15.1279,14.6152,49.4873,-22.3076,-2.3076,
-6.9233,40.769,3.8462,7.4355,-13.0771,13.5894,-28.9746,-18.2051,5.8975,-21.7949,12.0513,41.7949,-20.7695,-3.8462,
-13.8462,40.5132,4.1025,13.8462,-11.7949,18.9746,-27.1792,-19.4868,19.4873,-18.9741,15.8975,52.8208,-24.1025,-4.1025,
-7.1799,46.1536,3.0769,11.282,-9.7439,8.7175,-24.6155,-16.9231,22.5637,-16.4104,17.4358,57.4358,-22.5642,-3.0769,
-9.7437,47.1792,7.1792,3.0767,-7.6924,0,-24.1025,-16.4102,20,-13.8462,16.9229,49.2305,-15.8975,0,
-6.1538,62.0513,12.8208,1.5386,-6.6665,6.667,-25.6411,-12.8203,17.9487,-10.769,9.7437,44.1025,-20.5127,-1.5386,
-6.4102,69.4873,10.5127,5.3848,-10,14.1025,-26.4102,-12.564,16.1538,-14.6152,4.3589,46.4102,-25.3848,-4.3589,
