"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-3.5896,-0.51294,9.2307,11.7947,38.9744,-20.5129,-3.5896,-8.718,-0.51294,-4.1028,2.051,12.3079,0.51294,8.718,
-5.1282,0.51294,7.1794,8.718,44.1028,-19.4871,-4.1023,-9.2307,-0.51294,-5.6409,2.5642,15.3845,-3.5896,7.6926,
-4.3591,-1.7947,8.9744,3.8459,44.8718,-22.8206,-0.76929,-12.5642,-2.3079,-0.25659,3.8459,11.0256,0.25659,7.4358,
-2.3079,-3.8459,9.4871,3.3333,42.3079,-26.9231,-3.3333,-16.1541,-4.8718,-0.25659,2.8206,5.8972,0.25659,6.4104,
1.7947,-5.8972,10.5129,4.3591,39.2307,-26.4104,-1.7947,-14.6155,-1.7947,-2.3079,1.7947,2.8206,-2.8206,5.8977,
5.6411,-6.6665,12.8203,7.1797,41.0254,-25.1284,2.564,-9.231,-1.5386,0.5127,-2.564,-0.5127,-2.564,6.1538,
4.8716,-6.4102,12.0513,7.436,42.8203,-25.8975,0.25635,-9.4873,-3.3335,-0.25635,-7.9487,0.76904,-2.3076,4.3589,
3.0769,-3.0769,8.718,6.6667,43.5896,-22.5642,0.51294,-10.2566,-1.0256,-1.5383,-1.0256,4.1023,-0.51294,4.6155,
0.76904,-0.25635,9.4873,7.436,46.4102,-20.769,0.25635,-10.5127,-2.3076,-2.8203,2.8203,-1.2822,-3.3335,5.3848,
3.8462,-0.25635,18.2051,10.5127,48.4614,-23.3335,4.8716,-10,-0.76953,0.25635,-1.2822,-4.8721,-0.76953,8.4614,
0.5127,-4.1025,13.8462,2.564,46.1538,-27.6924,2.564,-10.769,-3.0771,0,-5.6411,-7.6924,0,5.1279,
-4.8721,-4.3589,8.4614,0.25635,51.5386,-22.8208,-0.25635,-7.9487,-5.8975,0.25635,0.25635,-2.3076,0.25635,4.8716,
-6.4104,-4.8718,11.0256,5.3845,42.3079,-27.9485,-0.25659,-10.5129,-1.282,-2.8206,5.3845,2.3079,0.25659,8.4617,
-0.76953,-2.8208,14.1025,6.4102,30.5127,-28.4614,1.2817,-12.5645,-0.25635,-7.436,0.25635,1.2817,-1.7949,8.9741,
5.8977,-1.282,11.5388,2.8206,44.8718,-13.4614,1.282,-13.0769,-2.8206,-3.8459,-1.7947,2.8206,-1.7947,5.8977,
7.9485,-0.76929,10.5129,3.3333,54.1023,-5.8977,-2.8206,-19.7439,-4.8718,-4.8718,0.76929,3.3333,-5.8977,5.3845,
7.6926,3.5896,15.8977,10.7693,44.1028,-12.8206,-3.0769,-21.0256,-5.1282,-9.2307,1.5383,-1.5383,-7.6921,5.6414,
8.2051,1.5386,16.9233,13.3335,36.9233,-14.3589,0,-15.8975,-5.6411,-6.1538,-2.564,0,-4.1025,4.1025,
9.2307,-1.0256,9.7439,11.282,40.5129,-9.7434,1.0256,-14.8718,-4.6155,-1.0256,-5.6409,12.8206,-2.5642,6.6667,
1.282,-3.3333,-0.76929,4.3591,37.1794,-9.4871,0.76929,-21.282,-1.282,-0.76929,2.3079,12.5642,-1.282,11.0256,
-4.1025,-5.6411,0,4.1025,30.769,-12.3081,-1.5386,-23.0771,0,0,7.6919,9.2305,-1.0259,9.7437,
0.76929,-5.3845,4.8718,13.0769,29.9998,-15.1282,-4.8718,-17.1794,-2.8206,-0.76929,5.3845,18.2048,-3.3333,5.3845,
2.0513,-7.6924,2.0513,9.2305,29.7437,-14.8721,-3.0771,-20,-7.1797,-3.5898,1.5386,17.9487,-1.5386,2.564,
-0.51294,-6.6667,2.5642,0.51294,31.7952,-9.7434,-1.0256,-22.051,-6.1536,-3.0769,3.5896,12.3079,0.51294,6.1541,
1.5386,-9.231,6.6665,2.564,32.8203,-9.7437,-1.5386,-18.4614,-1.5386,-3.5898,9.231,6.6665,-2.564,7.6924,
3.8459,-15.1282,7.4358,7.4358,31.0256,-16.6667,-4.8718,-16.6667,-2.8206,-4.8718,4.3586,3.3333,-4.3591,2.8206,
0.51294,-16.9231,6.6667,8.2053,25.6414,-16.9231,-5.6409,-15.3845,-4.1023,-2.5642,3.5901,9.7439,-0.51294,4.1028,
-7.9485,-20.2561,2.8206,4.3591,16.6667,-15.6409,-4.3586,-18.718,0.76929,-2.8206,7.949,15.1282,-0.76929,7.4363,
-6.1538,-18.4614,5.1284,9.7437,18.9746,-12.3076,-8.2051,-18.9741,2.0513,-2.0513,7.6924,12.3076,-2.564,5.6411,
0,-17.436,10.769,12.3076,19.4873,-12.3076,-9.231,-14.3589,0,0,4.6152,4.1025,-2.564,5.1284,
-0.5127,-18.9741,8.7183,7.6924,18.4614,-14.8716,-3.5898,-14.8716,0.51269,-0.5127,3.0771,5.6411,-2.0513,6.667,
0.25659,-12.051,5.8977,13.5896,29.4871,-9.4871,-5.8972,-16.1541,-0.25659,-3.3333,1.282,12.0515,-2.8206,5.8977,
